game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
1,2,0,0,1.0,22,8,0,22,22,1.573594,0.628901,2.202495,0.628901,0.74852,0.0,0.0,8,1.0,600,1
2,1,0,0,1.0,23,8,0,23,45,1.492131,0.598861,2.090991,0.598861,0.74755,0.0,0.0,8,1.0,600,1
3,1,0,0,1.0,7,3,0,7,52,1.389908,0.398664,1.788572,0.398664,0.695206,1.0,0.0,8,1.0,600,1
4,2,0,0,1.0,8,4,0,8,60,1.403521,0.361757,1.765278,0.361757,0.652337,1.0,0.0,8,1.0,600,1
5,1,0,0,1.0,9,3,0,9,69,1.387846,0.399885,1.787732,0.361757,0.69783,0.0,0.0,8,1.0,600,1
6,1,0,0,1.0,59,8,0,59,128,1.437394,0.727301,2.164695,0.361757,0.70049,0.0,0.0,8,1.0,600,1
7,1,0,0,1.0,17,7,0,17,145,1.356651,0.26131,1.617961,0.26131,0.678287,0.0,0.0,8,1.0,600,1
8,1,0,0,1.0,19,7,0,19,164,1.393497,0.342577,1.736073,0.26131,0.792549,0.0,0.0,8,1.0,600,1
9,2,0,0,1.0,18,7,0,18,182,1.475947,0.459657,1.935604,0.26131,0.70933,0.0,0.0,8,1.0,600,1
10,1,0,0,1.0,17,6,0,17,199,1.328309,0.382077,1.710386,0.26131,0.686438,0.0,0.0,8,1.0,600,1
11,1,0,0,1.0,13,6,0,13,212,1.44121,0.273962,1.715173,0.26131,0.542057,0.0,0.0,8,1.0,600,1
12,1,0,0,1.0,21,6,0,21,233,1.534521,0.246418,1.780939,0.246418,0.649972,0.0,0.0,8,1.0,600,1
13,1,0,0,1.0,21,7,0,21,254,1.449956,0.171304,1.62126,0.171304,0.727244,0.0,0.0,8,1.0,600,1
14,1,0,0,1.0,9,5,0,9,263,1.547655,0.179247,1.726902,0.171304,0.608792,0.0,0.0,8,1.0,600,1
15,2,0,0,1.0,12,6,0,12,275,1.511813,0.229134,1.740946,0.171304,0.661519,0.0,0.0,8,1.0,600,1
16,1,0,0,1.0,9,5,0,9,284,1.544949,0.307917,1.852866,0.171304,0.662957,0.0,0.0,8,1.0,600,1
17,2,0,0,1.0,6,2,0,6,290,1.542223,0.42127,1.963493,0.171304,0.720646,1.0,0.0,8,1.0,600,1
18,2,0,0,1.0,18,8,0,18,308,1.44676,0.487731,1.934491,0.171304,0.592283,0.0,0.0,8,1.0,600,1
19,1,0,0,1.0,19,7,0,19,327,1.47682,0.337918,1.814738,0.171304,0.713382,0.0,0.0,8,1.0,600,1
20,2,0,0,1.0,18,7,0,18,345,1.526297,0.5554,2.081697,0.171304,0.621499,0.0,0.0,8,1.0,600,1
21,1,0,0,1.0,25,8,0,25,370,1.501879,0.512192,2.014071,0.171304,0.678998,0.0,0.0,8,1.0,600,1
22,1,0,0,1.0,17,6,0,17,387,1.421296,0.369298,1.790594,0.171304,0.592556,0.0,0.0,8,1.0,600,1
23,2,0,0,1.0,14,5,0,14,401,1.525432,0.5187,2.044132,0.171304,0.777248,0.0,0.0,8,1.0,600,1
24,1,0,0,1.0,25,7,0,25,426,1.594432,0.370439,1.964871,0.171304,0.568414,0.0,0.0,8,1.0,600,1
25,1,0,0,1.0,25,8,0,25,451,1.529802,0.479586,2.009388,0.171304,0.63606,0.0,0.0,8,1.0,600,1
26,2,0,0,1.0,16,6,0,16,467,1.553375,0.332104,1.885479,0.171304,0.670284,0.0,0.0,8,1.0,600,1
27,2,0,0,1.0,26,8,0,26,493,1.442979,0.317466,1.760445,0.171304,0.719212,0.0,0.0,8,1.0,600,1
28,1,0,0,1.0,17,5,0,17,510,1.451582,0.318049,1.76963,0.171304,0.665717,0.0,0.0,8,1.0,600,1
29,1,0,0,1.0,25,8,0,25,535,1.49974,0.310683,1.810423,0.171304,0.713055,0.0,0.0,8,1.0,600,1
30,1,0,0,1.0,23,8,0,23,558,1.45862,0.333071,1.791691,0.171304,0.752994,0.0,0.0,8,1.0,600,1
31,2,0,0,1.0,24,6,0,24,582,1.419666,0.360569,1.780236,0.171304,0.639677,0.0,0.0,8,1.0,600,1
32,1,0,0,1.0,19,8,0,19,601,1.495307,0.307732,1.803039,0.171304,0.665495,0.0,0.0,8,1.0,600,1
33,1,0,0,1.0,13,5,0,13,614,1.470829,0.409809,1.880638,0.171304,0.645563,0.0,0.0,8,1.0,600,1
34,1,0,0,1.0,19,6,0,19,633,1.379035,0.24713,1.626165,0.171304,0.635972,0.0,0.0,8,1.0,600,1
35,2,0,0,1.0,14,8,0,14,647,1.578051,0.266633,1.844683,0.171304,0.72943,0.0,0.0,8,1.0,600,1
36,2,0,0,1.0,20,7,0,20,667,1.414247,0.340142,1.754389,0.171304,0.716861,0.0,0.0,8,1.0,600,1
37,1,0,0,1.0,5,1,0,5,672,1.515863,0.266136,1.781998,0.171304,0.719866,1.0,0.0,8,1.0,600,1
38,2,0,0,1.0,24,7,0,24,696,1.510275,0.276641,1.786916,0.171304,0.702142,0.0,0.0,8,1.0,600,1
39,1,0,0,1.0,15,6,0,15,711,1.433011,0.264473,1.697484,0.171304,0.723428,0.0,0.0,8,1.0,600,1
40,2,0,0,1.0,24,7,0,24,735,1.396168,0.362866,1.759033,0.171304,0.71515,0.0,0.0,8,1.0,600,1
41,2,0,0,1.0,16,6,0,16,751,1.511168,0.371173,1.882341,0.171304,0.745513,0.0,0.0,8,1.0,600,1
42,1,0,0,1.0,21,7,0,21,772,1.42384,0.298726,1.722566,0.171304,0.770252,0.0,0.0,8,1.0,600,1
43,1,0,0,1.0,9,5,0,9,781,1.387321,0.387654,1.774975,0.171304,0.617882,0.0,0.0,8,1.0,600,1
44,2,0,0,1.0,16,8,0,16,797,1.393849,0.481768,1.875617,0.171304,0.683326,0.0,0.0,8,1.0,600,1
45,2,0,0,1.0,14,8,0,14,811,1.493005,0.299193,1.792198,0.171304,0.722394,0.0,0.0,8,1.0,600,1
46,1,0,0,1.0,19,7,0,19,830,1.551183,0.2861,1.837283,0.171304,0.650119,0.0,0.0,8,1.0,600,1
47,1,0,0,1.0,23,8,0,23,853,1.480072,0.376128,1.8562,0.171304,0.694491,0.0,0.0,8,1.0,600,1
48,1,0,0,1.0,13,7,0,13,866,1.265183,0.318314,1.583497,0.171304,0.715552,0.0,0.0,8,1.0,600,1
49,2,0,0,1.0,22,8,0,22,888,1.454587,0.360616,1.815203,0.171304,0.803992,0.0,0.0,8,1.0,600,1
50,2,0,0,1.0,18,7,0,18,906,1.371782,0.375566,1.747348,0.171304,0.728993,0.0,0.0,8,1.0,600,1
51,2,0,0,1.0,16,5,0,16,922,1.460765,0.496444,1.957209,0.171304,0.684578,0.0,0.0,8,1.0,600,1
52,1,0,0,1.0,15,7,0,15,937,1.47541,0.289845,1.765255,0.171304,0.716416,0.0,0.0,8,1.0,600,1
53,2,0,0,1.0,26,8,0,26,963,1.413638,0.383261,1.796899,0.171304,0.749133,0.0,0.0,8,1.0,600,1
54,1,0,0,1.0,17,7,0,17,980,1.33092,0.303132,1.634053,0.171304,0.692036,0.0,0.0,8,1.0,600,1
55,2,0,0,1.0,26,8,0,26,1006,1.243713,0.365096,1.608809,0.171304,0.760819,0.0,0.0,8,1.0,600,1
56,2,0,0,1.0,18,8,0,18,1024,1.468817,0.44491,1.913727,0.171304,0.70562,0.0,0.0,8,1.0,600,1
57,1,0,0,1.0,9,5,0,9,1033,1.362986,0.393095,1.756081,0.171304,0.661287,0.0,0.0,8,1.0,600,1
58,2,1,1,0.3,70,7,0,70,1103,1.520575,0.294944,1.815519,0.171304,0.637658,0.0,0.0,8,1.0,600,1
59,1,0,0,1.0,15,7,0,15,1118,1.356094,0.347613,1.703707,0.171304,0.714858,0.0,0.0,8,1.0,600,1
60,2,0,0,1.0,14,7,0,14,1132,1.439211,0.449916,1.889127,0.171304,0.660863,0.0,0.0,8,1.0,600,1
61,1,0,0,1.0,17,7,0,17,1149,1.513387,0.437695,1.951082,0.171304,0.713346,0.0,0.0,8,1.0,600,1
62,2,0,0,1.0,20,6,0,20,1169,1.476749,0.326919,1.803668,0.171304,0.75576,0.0,0.0,8,1.0,600,1
63,2,0,0,1.0,18,7,0,18,1187,1.51251,0.343554,1.856064,0.171304,0.677147,0.0,0.0,8,1.0,600,1
64,2,0,0,1.0,16,6,0,16,1203,1.4475,0.316591,1.764091,0.171304,0.64399,0.0,0.0,8,1.0,600,1
65,2,0,0,1.0,22,7,0,22,1225,1.327029,0.327954,1.654983,0.171304,0.675823,0.0,0.0,8,1.0,600,1
66,1,0,0,1.0,17,6,0,17,1242,1.345161,0.365789,1.71095,0.171304,0.711873,0.0,0.0,8,1.0,600,1
67,2,0,0,1.0,16,6,0,16,1258,1.422531,0.307074,1.729604,0.171304,0.678631,0.0,0.0,8,1.0,600,1
68,1,0,0,1.0,17,6,0,17,1275,1.490892,0.278407,1.769299,0.171304,0.700678,0.0,0.0,8,1.0,600,1
69,1,0,0,1.0,15,5,0,15,1290,1.465016,0.396736,1.861752,0.171304,0.705064,0.0,0.0,8,1.0,600,1
70,1,0,0,1.0,15,4,0,15,1305,1.516748,0.311892,1.82864,0.171304,0.701725,0.0,0.0,8,1.0,600,1
71,1,0,0,1.0,21,7,0,21,1326,1.273657,0.383397,1.657055,0.171304,0.740202,0.0,0.0,8,1.0,600,1
72,1,0,0,1.0,27,8,0,27,1353,1.392689,0.297436,1.690125,0.171304,0.819514,0.0,0.0,8,1.0,600,1
73,2,0,0,1.0,24,8,0,24,1377,1.43397,0.371599,1.80557,0.171304,0.761895,0.0,0.0,8,1.0,600,1
74,1,0,0,1.0,27,8,0,27,1404,1.42355,0.376641,1.800191,0.171304,0.771656,0.0,0.0,8,1.0,600,1
75,2,0,0,1.0,16,6,0,16,1420,1.358261,0.349417,1.707678,0.171304,0.71129,0.0,0.0,8,1.0,600,1
76,1,0,0,1.0,21,6,0,21,1441,1.377275,0.328567,1.705842,0.171304,0.734081,0.0,0.0,8,1.0,600,1
77,1,0,0,1.0,29,7,0,29,1470,1.401789,0.322621,1.72441,0.171304,0.753612,0.0,0.0,8,1.0,600,1
78,1,0,0,1.0,29,7,0,29,1499,1.430237,0.297687,1.727924,0.171304,0.670485,0.0,0.0,8,1.0,600,1
79,1,0,0,1.0,19,8,0,19,1518,1.369685,0.418056,1.78774,0.171304,0.785695,0.0,0.0,8,1.0,600,1
80,2,0,0,1.0,18,8,0,18,1536,1.35071,0.483136,1.833846,0.171304,0.658134,0.0,0.0,8,1.0,600,1
81,2,0,0,1.0,18,7,0,18,1554,1.363318,0.296596,1.659914,0.171304,0.717492,0.0,0.0,8,1.0,600,1
82,1,0,0,1.0,15,7,0,15,1569,1.351557,0.353332,1.704888,0.171304,0.675348,0.0,0.0,8,1.0,600,1
83,1,0,0,1.0,19,7,0,19,1588,1.506633,0.361771,1.868403,0.171304,0.638608,0.0,0.0,8,1.0,600,1
84,2,0,0,1.0,14,6,0,14,1602,1.458978,0.378325,1.837303,0.171304,0.690436,0.0,0.0,8,1.0,600,1
85,2,0,0,1.0,16,6,0,16,1618,1.56839,0.416923,1.985313,0.171304,0.625835,0.0,0.0,8,1.0,600,1
86,1,0,0,1.0,19,5,0,19,1637,1.406692,0.404749,1.811441,0.171304,0.566295,0.0,0.0,8,1.0,600,1
87,2,0,0,1.0,24,7,0,24,1661,1.527777,0.312364,1.840141,0.171304,0.741861,0.0,0.0,8,1.0,600,1
88,1,0,0,1.0,15,7,0,15,1676,1.441425,0.318281,1.759706,0.171304,0.630273,0.0,0.0,8,1.0,600,1
89,1,0,0,1.0,15,7,0,15,1691,1.30637,0.364356,1.670726,0.171304,0.646745,0.0,0.0,8,1.0,600,1
90,1,0,0,1.0,9,1,0,9,1700,1.331485,0.365308,1.696793,0.171304,0.790206,0.0,0.0,8,1.0,600,1
