game,winner,timeout,adjudicated_timeout,target_value_strength,timeout_adjudication_mode,timeout_adjudication_max_value,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
352,2,0,0,1.0,fixed,0.5,30,8,0,30,7203,1.254812,0.343949,1.59876,0.118303,0.746689,0.0,0.0,8,1.0,600,1
353,1,0,0,1.0,fixed,0.5,19,7,0,19,7222,1.38242,0.328342,1.710762,0.118303,0.678851,0.0,0.0,8,1.0,600,1
354,2,0,0,1.0,fixed,0.5,18,8,0,18,7240,1.307018,0.463785,1.770802,0.118303,0.718327,0.0,0.0,8,1.0,600,1
355,1,0,0,1.0,fixed,0.5,17,6,0,17,7257,1.396784,0.317113,1.713897,0.118303,0.607778,0.0,0.0,8,1.0,600,1
356,1,0,0,1.0,fixed,0.5,19,7,0,19,7276,1.313073,0.376926,1.689999,0.118303,0.628152,0.0,0.0,8,1.0,600,1
357,2,0,0,1.0,fixed,0.5,16,6,0,16,7292,1.395613,0.402324,1.797936,0.118303,0.557074,0.0,0.0,8,1.0,600,1
358,1,0,0,1.0,fixed,0.5,21,7,0,21,7313,1.285716,0.354629,1.640346,0.118303,0.654742,0.0,0.0,8,1.0,600,1
359,2,0,0,1.0,fixed,0.5,8,3,0,8,7321,1.313631,0.469543,1.783174,0.118303,0.525876,1.0,0.0,8,1.0,600,1
360,1,0,0,1.0,fixed,0.5,15,6,0,15,7336,1.216463,0.370268,1.586732,0.118303,0.572176,0.0,0.0,8,1.0,600,1
361,2,0,0,1.0,fixed,0.5,24,8,0,24,7360,1.328553,0.323083,1.651636,0.118303,0.794797,0.0,0.0,8,1.0,600,1
362,2,0,0,1.0,fixed,0.5,16,7,0,16,7376,1.321302,0.306692,1.627994,0.118303,0.656928,0.0,0.0,8,1.0,600,1
363,2,0,0,1.0,fixed,0.5,20,6,0,20,7396,1.32724,0.425864,1.753104,0.118303,0.592154,0.0,0.0,8,1.0,600,1
364,2,0,0,1.0,fixed,0.5,16,6,0,16,7412,1.345719,0.466895,1.812614,0.118303,0.664754,0.0,0.0,8,1.0,600,1
365,1,0,0,1.0,fixed,0.5,17,7,0,17,7429,1.365768,0.422191,1.787959,0.118303,0.580968,0.0,0.0,8,1.0,600,1
366,2,0,0,1.0,fixed,0.5,16,7,0,16,7445,1.305495,0.477083,1.782578,0.118303,0.618009,0.0,0.0,8,1.0,600,1
367,1,0,0,1.0,fixed,0.5,19,7,0,19,7464,1.243743,0.397461,1.641204,0.118303,0.635181,0.0,0.0,8,1.0,600,1
368,2,0,0,1.0,fixed,0.5,16,6,0,16,7480,1.334298,0.345854,1.680151,0.118303,0.685831,0.0,0.0,8,1.0,600,1
369,2,0,0,1.0,fixed,0.5,18,7,0,18,7498,1.325158,0.38839,1.713548,0.118303,0.739288,0.0,0.0,8,1.0,600,1
370,2,0,0,1.0,fixed,0.5,18,6,0,18,7516,1.46517,0.421198,1.886368,0.118303,0.502319,0.0,0.0,8,1.0,600,1
371,2,0,0,1.0,fixed,0.5,18,8,0,18,7534,1.353412,0.427022,1.780434,0.118303,0.754127,0.0,0.0,8,1.0,600,1
372,2,0,0,1.0,fixed,0.5,20,8,0,20,7554,1.573522,0.442008,2.015531,0.118303,0.752504,0.0,0.0,8,1.0,600,1
373,1,0,0,1.0,fixed,0.5,23,7,0,23,7577,1.463685,0.437747,1.901431,0.118303,0.741671,0.0,0.0,8,1.0,600,1
374,1,0,0,1.0,fixed,0.5,15,7,0,15,7592,1.322044,0.401049,1.723093,0.118303,0.601447,0.0,0.0,8,1.0,600,1
375,2,0,0,1.0,fixed,0.5,18,6,0,18,7610,1.391168,0.486896,1.878064,0.118303,0.58338,0.0,0.0,8,1.0,600,1
376,2,0,0,1.0,fixed,0.5,18,8,0,18,7628,1.402576,0.353003,1.755579,0.118303,0.682805,0.0,0.0,8,1.0,600,1
377,2,0,0,1.0,fixed,0.5,22,7,0,22,7650,1.374407,0.47075,1.845157,0.118303,0.772576,0.0,0.0,8,1.0,600,1
378,2,0,0,1.0,fixed,0.5,22,8,0,22,7672,1.400161,0.517397,1.917558,0.118303,0.74852,0.0,0.0,8,1.0,600,1
379,2,0,0,1.0,fixed,0.5,18,6,0,18,7690,1.460803,0.418804,1.879607,0.118303,0.677611,0.0,0.0,8,1.0,600,1
380,1,0,0,1.0,fixed,0.5,17,7,0,17,7707,1.396731,0.266064,1.662795,0.118303,0.657567,0.0,0.0,8,1.0,600,1
381,2,0,0,1.0,fixed,0.5,34,8,0,34,7741,1.340062,0.405009,1.745071,0.118303,0.713886,0.0,0.0,8,1.0,600,1
382,2,0,0,1.0,fixed,0.5,14,8,0,14,7755,1.409757,0.394885,1.804642,0.118303,0.647031,0.0,0.0,8,1.0,600,1
383,2,0,0,1.0,fixed,0.5,18,8,0,18,7773,1.462592,0.383262,1.845855,0.118303,0.786311,0.0,0.0,8,1.0,600,1
384,2,0,0,1.0,fixed,0.5,20,7,0,20,7793,1.370883,0.249103,1.619986,0.118303,0.708013,0.0,0.0,8,1.0,600,1
385,2,0,0,1.0,fixed,0.5,24,8,0,24,7817,1.332436,0.448346,1.780782,0.118303,0.752852,0.0,0.0,8,1.0,600,1
386,2,0,0,1.0,fixed,0.5,22,8,0,22,7839,1.469742,0.378156,1.847898,0.118303,0.7253,0.0,0.0,8,1.0,600,1
387,2,0,0,1.0,fixed,0.5,12,5,0,12,7851,1.529672,0.34103,1.870702,0.118303,0.612549,0.0,0.0,8,1.0,600,1
388,1,1,1,0.3,fixed,0.5,70,8,0,70,7921,1.401868,0.377733,1.779601,0.118303,0.751324,0.0,0.0,8,1.0,600,1
389,1,0,0,1.0,fixed,0.5,19,7,0,19,7940,1.488237,0.432119,1.920356,0.118303,0.662596,0.0,0.0,8,1.0,600,1
390,2,0,0,1.0,fixed,0.5,20,6,0,20,7960,1.342706,0.450524,1.793231,0.118303,0.61202,0.0,0.0,8,1.0,600,1
391,2,0,0,1.0,fixed,0.5,20,8,0,20,7980,1.363539,0.295593,1.659132,0.118303,0.668447,0.0,0.0,8,1.0,600,1
392,2,0,0,1.0,fixed,0.5,16,8,0,16,7996,1.252994,0.34463,1.597625,0.118303,0.69303,0.0,0.0,8,1.0,600,1
393,1,0,0,1.0,fixed,0.5,23,7,0,23,8019,1.466817,0.474653,1.94147,0.118303,0.664441,0.0,0.0,8,1.0,600,1
394,1,0,0,1.0,fixed,0.5,17,8,0,17,8036,1.305469,0.360841,1.666309,0.118303,0.646371,0.0,0.0,8,1.0,600,1
395,1,0,0,1.0,fixed,0.5,27,8,0,27,8063,1.202662,0.351627,1.554289,0.118303,0.691152,0.0,0.0,8,1.0,600,1
396,2,0,0,1.0,fixed,0.5,26,8,0,26,8089,1.429294,0.329735,1.759029,0.118303,0.764865,0.0,0.0,8,1.0,600,1
397,1,0,0,1.0,fixed,0.5,13,6,0,13,8102,1.44412,0.30992,1.75404,0.118303,0.657763,0.0,0.0,8,1.0,600,1
398,2,0,0,1.0,fixed,0.5,22,8,0,22,8124,1.33535,0.530278,1.865628,0.118303,0.682122,0.0,0.0,8,1.0,600,1
399,1,0,0,1.0,fixed,0.5,23,7,0,23,8147,1.410777,0.394315,1.805092,0.118303,0.672788,0.0,0.0,8,1.0,600,1
400,2,0,0,1.0,fixed,0.5,20,7,0,20,8167,1.414111,0.446329,1.86044,0.118303,0.644658,0.0,0.0,8,1.0,600,1
401,1,1,1,0.3,fixed,0.5,70,7,0,70,8237,1.422259,0.407116,1.829375,0.118303,0.548581,0.0,0.0,8,1.0,600,1
402,2,0,0,1.0,fixed,0.5,40,8,0,40,8277,1.335292,0.236023,1.571314,0.118303,0.763356,0.0,0.0,8,1.0,600,1
403,1,0,0,1.0,fixed,0.5,21,6,0,21,8298,1.266846,0.419772,1.686618,0.118303,0.665792,0.0,0.0,8,1.0,600,1
404,2,0,0,1.0,fixed,0.5,34,8,0,34,8332,1.446693,0.378009,1.824702,0.118303,0.750516,0.0,0.0,8,1.0,600,1
405,1,0,0,1.0,fixed,0.5,21,7,0,21,8353,1.425944,0.48152,1.907465,0.118303,0.680022,0.0,0.0,8,1.0,600,1
406,1,0,0,1.0,fixed,0.5,19,8,0,19,8372,1.276993,0.497982,1.774975,0.118303,0.657675,0.0,0.0,8,1.0,600,1
407,2,0,0,1.0,fixed,0.5,16,8,0,16,8388,1.269184,0.417423,1.686606,0.118303,0.672684,0.0,0.0,8,1.0,600,1
408,2,0,0,1.0,fixed,0.5,24,8,0,24,8412,1.402903,0.395956,1.798859,0.118303,0.646703,0.0,0.0,8,1.0,600,1
409,1,0,0,1.0,fixed,0.5,23,7,0,23,8435,1.306466,0.461271,1.767736,0.118303,0.751252,0.0,0.0,8,1.0,600,1
410,2,0,0,1.0,fixed,0.5,26,8,0,26,8461,1.337777,0.409365,1.747142,0.118303,0.780339,0.0,0.0,8,1.0,600,1
411,1,0,0,1.0,fixed,0.5,27,8,0,27,8488,1.450086,0.410989,1.861076,0.118303,0.680888,0.0,0.0,8,1.0,600,1
412,1,0,0,1.0,fixed,0.5,27,7,0,27,8515,1.373548,0.334459,1.708007,0.118303,0.692821,0.0,0.0,8,1.0,600,1
413,2,0,0,1.0,fixed,0.5,22,8,0,22,8537,1.448485,0.59941,2.047895,0.118303,0.661102,0.0,0.0,8,1.0,600,1
414,1,0,0,1.0,fixed,0.5,19,7,0,19,8556,1.406667,0.367407,1.774073,0.118303,0.699763,0.0,0.0,8,1.0,600,1
415,2,0,0,1.0,fixed,0.5,22,7,0,22,8578,1.314907,0.513103,1.82801,0.118303,0.706936,0.0,0.0,8,1.0,600,1
416,2,0,0,1.0,fixed,0.5,22,7,0,22,8600,1.29777,0.423248,1.721018,0.118303,0.623615,0.0,0.0,8,1.0,600,1
417,2,0,0,1.0,fixed,0.5,26,8,0,26,8626,1.321591,0.369443,1.691035,0.118303,0.723899,0.0,0.0,8,1.0,600,1
418,2,0,0,1.0,fixed,0.5,18,5,0,18,8644,1.300868,0.348202,1.64907,0.118303,0.668614,0.0,0.0,8,1.0,600,1
419,2,0,0,1.0,fixed,0.5,22,8,0,22,8666,1.36823,0.520058,1.888288,0.118303,0.7382,0.0,0.0,8,1.0,600,1
420,1,0,0,1.0,fixed,0.5,19,7,0,19,8685,1.340731,0.453209,1.793939,0.118303,0.689834,0.0,0.0,8,1.0,600,1
421,1,0,0,1.0,fixed,0.5,13,5,0,13,8698,1.323563,0.373151,1.696714,0.118303,0.680493,0.0,0.0,8,1.0,600,1
422,2,0,0,1.0,fixed,0.5,22,7,0,22,8720,1.309689,0.340905,1.650594,0.118303,0.629306,0.0,0.0,8,1.0,600,1
423,1,1,1,0.3,fixed,0.5,70,7,0,70,8790,1.32063,0.434559,1.755189,0.118303,0.770832,0.0,0.0,8,1.0,600,1
424,2,0,0,1.0,fixed,0.5,22,7,0,22,8812,1.26072,0.351847,1.612567,0.118303,0.737365,0.0,0.0,8,1.0,600,1
425,1,0,0,1.0,fixed,0.5,19,7,0,19,8831,1.382126,0.448811,1.830937,0.118303,0.641508,0.0,0.0,8,1.0,600,1
426,2,0,0,1.0,fixed,0.5,6,2,0,6,8837,1.375464,0.405429,1.780893,0.118303,0.684196,1.0,0.0,8,1.0,600,1
427,2,0,0,1.0,fixed,0.5,14,8,0,14,8851,1.481467,0.458043,1.93951,0.118303,0.635702,0.0,0.0,8,1.0,600,1
428,2,0,0,1.0,fixed,0.5,24,8,0,24,8875,1.357471,0.442009,1.799481,0.118303,0.736088,0.0,0.0,8,1.0,600,1
429,1,0,0,1.0,fixed,0.5,17,7,0,17,8892,1.331133,0.452686,1.783819,0.118303,0.585289,0.0,0.0,8,1.0,600,1
430,2,0,0,1.0,fixed,0.5,18,7,0,18,8910,1.344512,0.522661,1.867173,0.118303,0.720367,0.0,0.0,8,1.0,600,1
431,2,0,0,1.0,fixed,0.5,22,6,0,22,8932,1.435888,0.325667,1.761555,0.118303,0.631659,0.0,0.0,8,1.0,600,1
432,2,0,0,1.0,fixed,0.5,8,4,0,8,8940,1.367821,0.399976,1.767797,0.118303,0.597037,1.0,0.0,8,1.0,600,1
433,2,0,0,1.0,fixed,0.5,26,8,0,26,8966,1.501206,0.371648,1.872853,0.118303,0.73475,0.0,0.0,8,1.0,600,1
434,2,0,0,1.0,fixed,0.5,22,7,0,22,8988,1.474351,0.374228,1.84858,0.118303,0.698968,0.0,0.0,8,1.0,600,1
435,2,0,0,1.0,fixed,0.5,22,7,0,22,9010,1.36163,0.432708,1.794338,0.118303,0.717635,0.0,0.0,8,1.0,600,1
436,1,0,0,1.0,fixed,0.5,27,8,0,27,9037,1.382655,0.344664,1.727319,0.118303,0.658814,0.0,0.0,8,1.0,600,1
437,1,0,0,1.0,fixed,0.5,15,7,0,15,9052,1.39247,0.475498,1.867969,0.118303,0.651642,0.0,0.0,8,1.0,600,1
438,2,0,0,1.0,fixed,0.5,24,7,0,24,9076,1.338466,0.37105,1.709515,0.118303,0.543684,0.0,0.0,8,1.0,600,1
439,1,0,0,1.0,fixed,0.5,19,7,0,19,9095,1.291374,0.425348,1.716722,0.118303,0.548458,0.0,0.0,8,1.0,600,1
440,1,0,0,1.0,fixed,0.5,11,6,0,11,9106,1.453991,0.404467,1.858458,0.118303,0.592047,0.0,0.0,8,1.0,600,1
441,2,0,0,1.0,fixed,0.5,26,8,0,26,9132,1.360106,0.264223,1.624328,0.118303,0.704186,0.0,0.0,8,1.0,600,1
442,1,0,0,1.0,fixed,0.5,15,7,0,15,9147,1.299951,0.443243,1.743194,0.118303,0.602003,0.0,0.0,8,1.0,600,1
443,1,0,0,1.0,fixed,0.5,19,7,0,19,9166,1.443029,0.422391,1.865419,0.118303,0.711888,0.0,0.0,8,1.0,600,1
444,2,0,0,1.0,fixed,0.5,16,6,0,16,9182,1.572062,0.512172,2.084234,0.118303,0.64399,0.0,0.0,8,1.0,600,1
445,1,0,0,1.0,fixed,0.5,19,7,0,19,9201,1.379128,0.429657,1.808785,0.118303,0.664968,0.0,0.0,8,1.0,600,1
446,1,0,0,1.0,fixed,0.5,13,7,0,13,9214,1.375027,0.431365,1.806392,0.118303,0.647104,0.0,0.0,8,1.0,600,1
447,2,0,0,1.0,fixed,0.5,26,8,0,26,9240,1.381449,0.312164,1.693612,0.118303,0.662386,0.0,0.0,8,1.0,600,1
448,1,0,0,1.0,fixed,0.5,27,7,0,27,9267,1.449659,0.341083,1.790742,0.118303,0.652198,0.0,0.0,8,1.0,600,1
449,1,0,0,1.0,fixed,0.5,15,7,0,15,9282,1.344871,0.387293,1.732164,0.118303,0.676127,0.0,0.0,8,1.0,600,1
450,2,0,0,1.0,fixed,0.5,22,5,0,22,9304,1.327456,0.401037,1.728494,0.118303,0.536424,0.0,0.0,8,1.0,600,1
451,2,0,0,1.0,fixed,0.5,22,8,0,22,9326,1.354998,0.51397,1.868969,0.118303,0.619973,0.0,0.0,8,1.0,600,1
452,2,0,0,1.0,fixed,0.5,36,8,0,36,9362,1.330567,0.491757,1.822324,0.118303,0.75895,0.0,0.0,8,1.0,600,1
453,1,0,0,1.0,fixed,0.5,19,7,0,19,9381,1.338461,0.395121,1.733582,0.118303,0.641771,0.0,0.0,8,1.0,600,1
454,1,0,0,1.0,fixed,0.5,17,7,0,17,9398,1.516107,0.430536,1.946643,0.118303,0.647157,0.0,0.0,8,1.0,600,1
455,2,0,0,1.0,fixed,0.5,20,8,0,20,9418,1.371932,0.372172,1.744104,0.118303,0.715693,0.0,0.0,8,1.0,600,1
456,1,0,0,1.0,fixed,0.5,15,8,0,15,9433,1.423439,0.494517,1.917955,0.118303,0.690595,0.0,0.0,8,1.0,600,1
457,1,0,0,1.0,fixed,0.5,19,8,0,19,9452,1.393814,0.431246,1.82506,0.118303,0.734206,0.0,0.0,8,1.0,600,1
458,2,0,0,1.0,fixed,0.5,22,8,0,22,9474,1.482866,0.405817,1.888683,0.118303,0.673395,0.0,0.0,8,1.0,600,1
459,1,0,0,1.0,fixed,0.5,31,8,0,31,9505,1.458632,0.364346,1.822978,0.118303,0.727018,0.0,0.0,8,1.0,600,1
460,2,0,0,1.0,fixed,0.5,26,8,0,26,9531,1.243427,0.392625,1.636052,0.118303,0.749904,0.0,0.0,8,1.0,600,1
461,2,0,0,1.0,fixed,0.5,16,8,0,16,9547,1.298074,0.372411,1.670485,0.118303,0.646912,0.0,0.0,8,1.0,600,1
462,2,0,0,1.0,fixed,0.5,6,2,0,6,9553,1.432178,0.262945,1.695123,0.118303,0.63133,1.0,0.0,8,1.0,600,1
463,2,0,0,1.0,fixed,0.5,18,8,0,18,9571,1.332711,0.461112,1.793823,0.118303,0.706733,0.0,0.0,8,1.0,600,1
464,2,0,0,1.0,fixed,0.5,26,7,0,26,9597,1.357158,0.324348,1.681506,0.118303,0.679915,0.0,0.0,8,1.0,600,1
465,2,0,0,1.0,fixed,0.5,20,7,0,20,9617,1.247986,0.426454,1.674439,0.118303,0.549833,0.0,0.0,8,1.0,600,1
466,2,0,0,1.0,fixed,0.5,14,7,0,14,9631,1.274172,0.395844,1.670016,0.118303,0.638445,0.0,0.0,8,1.0,600,1
467,1,0,0,1.0,fixed,0.5,19,7,0,19,9650,1.235243,0.367472,1.602715,0.118303,0.727968,0.0,0.0,8,1.0,600,1
468,1,0,0,1.0,fixed,0.5,19,7,0,19,9669,1.316616,0.529466,1.846082,0.118303,0.640805,0.0,0.0,8,1.0,600,1
469,2,0,0,1.0,fixed,0.5,22,7,0,22,9691,1.308971,0.428773,1.737744,0.118303,0.698664,0.0,0.0,8,1.0,600,1
470,2,0,0,1.0,fixed,0.5,14,6,0,14,9705,1.216351,0.406531,1.622882,0.118303,0.683639,0.0,0.0,8,1.0,600,1
471,1,0,0,1.0,fixed,0.5,5,1,0,5,9710,1.306878,0.339819,1.646697,0.118303,0.624708,1.0,0.0,8,1.0,600,1
472,2,0,0,1.0,fixed,0.5,22,6,0,22,9732,1.318174,0.487745,1.805918,0.118303,0.640765,0.0,0.0,8,1.0,600,1
473,2,0,0,1.0,fixed,0.5,18,8,0,18,9750,1.518478,0.441509,1.959987,0.118303,0.725747,0.0,0.0,8,1.0,600,1
474,2,0,0,1.0,fixed,0.5,12,5,0,12,9762,1.303151,0.388549,1.691699,0.118303,0.645242,0.0,0.0,8,1.0,600,1
475,2,0,0,1.0,fixed,0.5,22,8,0,22,9784,1.407332,0.510228,1.917561,0.118303,0.736151,0.0,0.0,8,1.0,600,1
476,1,0,0,1.0,fixed,0.5,13,5,0,13,9797,1.302711,0.462813,1.765525,0.118303,0.723514,0.0,0.0,8,1.0,600,1
477,2,0,0,1.0,fixed,0.5,8,4,0,8,9805,1.334583,0.368312,1.702896,0.118303,0.687396,1.0,0.0,8,1.0,600,1
478,1,0,0,1.0,fixed,0.5,19,7,0,19,9824,1.222881,0.492386,1.715267,0.118303,0.692294,0.0,0.0,8,1.0,600,1
479,2,0,0,1.0,fixed,0.5,24,7,0,24,9848,1.33171,0.426986,1.758695,0.118303,0.658319,0.0,0.0,8,1.0,600,1
480,2,0,0,1.0,fixed,0.5,26,7,0,26,9874,1.35726,0.424621,1.781882,0.118303,0.758315,0.0,0.0,8,1.0,600,1
481,2,0,0,1.0,fixed,0.5,16,8,0,16,9890,1.349801,0.479661,1.829461,0.118303,0.680822,0.0,0.0,8,1.0,600,1
482,2,1,1,0.3,fixed,0.5,70,8,0,70,9960,1.451823,0.434053,1.885876,0.118303,0.821965,0.0,0.0,8,1.0,600,1
483,2,0,0,1.0,fixed,0.5,20,8,0,20,9980,1.317409,0.408925,1.726334,0.118303,0.686644,0.0,0.0,8,1.0,600,1
484,1,0,0,1.0,fixed,0.5,17,7,0,17,9997,1.401641,0.481717,1.883358,0.118303,0.60601,0.0,0.0,8,1.0,600,1
485,2,0,0,1.0,fixed,0.5,16,6,0,16,10013,1.353459,0.420127,1.773586,0.118303,0.551753,0.0,0.0,8,1.0,600,1
486,2,0,0,1.0,fixed,0.5,10,4,0,10,10023,1.429142,0.311157,1.740299,0.118303,0.578464,0.0,0.0,8,1.0,600,1
487,2,0,0,1.0,fixed,0.5,14,7,0,14,10037,1.421686,0.394157,1.815843,0.118303,0.734319,0.0,0.0,8,1.0,600,1
488,1,0,0,1.0,fixed,0.5,19,7,0,19,10056,1.348249,0.401379,1.749628,0.118303,0.637993,0.0,0.0,8,1.0,600,1
489,1,0,0,1.0,fixed,0.5,29,8,0,29,10085,1.326826,0.293896,1.620723,0.118303,0.706177,0.0,0.0,8,1.0,600,1
490,2,0,0,1.0,fixed,0.5,8,4,0,8,10093,1.406907,0.37907,1.785977,0.118303,0.662145,1.0,0.0,8,1.0,600,1
491,1,0,0,1.0,fixed,0.5,15,6,0,15,10108,1.256023,0.405044,1.661068,0.118303,0.587646,0.0,0.0,8,1.0,600,1
492,1,0,0,1.0,fixed,0.5,27,7,0,27,10135,1.342488,0.39217,1.734658,0.118303,0.735609,0.0,0.0,8,1.0,600,1
493,2,0,0,1.0,fixed,0.5,18,6,0,18,10153,1.311921,0.453376,1.765297,0.118303,0.710814,0.0,0.0,8,1.0,600,1
494,2,0,0,1.0,fixed,0.5,18,7,0,18,10171,1.3109,0.406156,1.717055,0.118303,0.659061,0.0,0.0,8,1.0,600,1
495,2,0,0,1.0,fixed,0.5,16,7,0,16,10187,1.385996,0.39088,1.776875,0.118303,0.70409,0.0,0.0,8,1.0,600,1
496,1,0,0,1.0,fixed,0.5,17,7,0,17,10204,1.323931,0.337637,1.661568,0.118303,0.632918,0.0,0.0,8,1.0,600,1
497,2,0,0,1.0,fixed,0.5,16,6,0,16,10220,1.447896,0.36197,1.809866,0.118303,0.647016,0.0,0.0,8,1.0,600,1
498,1,0,0,1.0,fixed,0.5,13,7,0,13,10233,1.365067,0.365445,1.730512,0.118303,0.662771,0.0,0.0,8,1.0,600,1
499,2,0,0,1.0,fixed,0.5,16,6,0,16,10249,1.425562,0.394946,1.820508,0.118303,0.605384,0.0,0.0,8,1.0,600,1
500,2,0,0,1.0,fixed,0.5,28,8,0,28,10277,1.428987,0.40651,1.835497,0.118303,0.689363,0.0,0.0,8,1.0,600,1
