game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,num_simulations,mcts_batch_size
2894,1,0,0,1.0,17,7,0,17,67773,1.482847,0.387264,1.870111,0.153257,0.662134,200,1
2895,1,0,0,1.0,13,4,0,13,67786,1.445371,0.448042,1.893413,0.153257,0.625821,200,1
2896,2,0,0,1.0,58,7,0,58,67844,1.442313,0.459327,1.90164,0.153257,0.755068,200,1
2897,1,0,0,1.0,39,7,0,39,67883,1.485022,0.388789,1.87381,0.153257,0.851952,200,1
2898,1,0,0,1.0,19,6,0,19,67902,1.53865,0.368677,1.907327,0.153257,0.6411,200,1
2899,1,0,0,1.0,35,8,0,35,67937,1.418264,0.448188,1.866452,0.153257,0.769419,200,1
2900,2,0,0,1.0,12,4,0,12,67949,1.411822,0.357953,1.769775,0.153257,0.609715,200,1
2901,1,0,0,1.0,23,8,0,23,67972,1.574705,0.484397,2.059102,0.153257,0.729954,200,1
2902,2,0,0,1.0,18,7,0,18,67990,1.447768,0.46042,1.908188,0.153257,0.675042,200,1
2903,2,0,0,1.0,16,6,0,16,68006,1.61477,0.66552,2.28029,0.153257,0.682789,200,1
2904,1,0,0,1.0,17,7,0,17,68023,1.474819,0.507251,1.98207,0.153257,0.700857,200,1
2905,2,0,0,1.0,14,7,0,14,68037,1.567138,0.520439,2.087577,0.153257,0.61809,200,1
2906,2,0,0,1.0,18,8,0,18,68055,1.385836,0.449109,1.834945,0.153257,0.683696,200,1
2907,2,0,0,1.0,26,8,0,26,68081,1.517369,0.437924,1.955293,0.153257,0.694627,200,1
2908,2,0,0,1.0,18,7,0,18,68099,1.40043,0.464128,1.864558,0.153257,0.724735,200,1
2909,1,0,0,1.0,13,6,0,13,68112,1.426065,0.354399,1.780463,0.153257,0.64167,200,1
2910,2,0,0,1.0,20,8,0,20,68132,1.527342,0.464135,1.991476,0.153257,0.652513,200,1
2911,2,0,0,1.0,18,8,0,18,68150,1.727923,0.512624,2.240547,0.153257,0.612507,200,1
2912,1,0,0,1.0,17,7,0,17,68167,1.402311,0.494555,1.896867,0.153257,0.647059,200,1
2913,2,0,0,1.0,18,7,0,18,68185,1.407393,0.327337,1.73473,0.153257,0.720826,200,1
2914,2,0,0,1.0,18,7,0,18,68203,1.395029,0.413834,1.808863,0.153257,0.676717,200,1
2915,1,0,0,1.0,19,7,0,19,68222,1.458431,0.433569,1.892,0.153257,0.576832,200,1
2916,2,0,0,1.0,26,8,0,26,68248,1.464439,0.505578,1.970017,0.153257,0.683997,200,1
2917,2,0,0,1.0,14,6,0,14,68262,1.633611,0.46545,2.099061,0.153257,0.59117,200,1
2918,2,0,0,1.0,30,8,0,30,68292,1.304248,0.446978,1.751226,0.153257,0.672194,200,1
2919,1,0,0,1.0,19,8,0,19,68311,1.633515,0.602021,2.235536,0.153257,0.660672,200,1
2920,1,0,0,1.0,21,7,0,21,68332,1.615808,0.505699,2.121507,0.153257,0.666188,200,1
2921,1,0,0,1.0,17,7,0,17,68349,1.440657,0.423445,1.864101,0.153257,0.604197,200,1
2922,1,0,0,1.0,27,8,0,27,68376,1.447312,0.446795,1.894107,0.153257,0.741671,200,1
2923,1,0,0,1.0,11,4,0,11,68387,1.4954,0.479172,1.974572,0.153257,0.543627,200,1
2924,2,0,0,1.0,36,8,0,36,68423,1.349126,0.449214,1.79834,0.153257,0.725991,200,1
2925,1,0,0,1.0,17,6,0,17,68440,1.476177,0.523393,1.99957,0.153257,0.67721,200,1
2926,1,0,0,1.0,11,6,0,11,68451,1.319364,0.428206,1.747571,0.153257,0.651439,200,1
2927,2,0,0,1.0,22,8,0,22,68473,1.553723,0.491753,2.045476,0.153257,0.703518,200,1
2928,1,0,0,1.0,19,8,0,19,68492,1.420466,0.468728,1.889194,0.153257,0.780481,200,1
2929,1,0,0,1.0,13,7,0,13,68505,1.548876,0.425781,1.974657,0.153257,0.572091,200,1
2930,1,0,0,1.0,11,7,0,11,68516,1.540612,0.504598,2.045209,0.153257,0.574692,200,1
2931,2,0,0,1.0,26,8,0,26,68542,1.388935,0.415599,1.804535,0.153257,0.742366,200,1
2932,1,0,0,1.0,17,7,0,17,68559,1.374613,0.514705,1.889318,0.153257,0.685191,200,1
2933,1,0,0,1.0,17,7,0,17,68576,1.374169,0.458643,1.832812,0.153257,0.662134,200,1
2934,2,0,0,1.0,26,7,0,26,68602,1.644546,0.386515,2.03106,0.153257,0.654233,200,1
2935,1,0,0,1.0,17,7,0,17,68619,1.660451,0.593375,2.253826,0.153257,0.671593,200,1
2936,1,0,0,1.0,13,7,0,13,68632,1.372625,0.42117,1.793795,0.153257,0.625048,200,1
2937,2,0,0,1.0,22,7,0,22,68654,1.335256,0.398846,1.734103,0.153257,0.620831,200,1
2938,2,0,0,1.0,28,8,0,28,68682,1.5119,0.505497,2.017397,0.153257,0.718593,200,1
2939,2,0,0,1.0,16,7,0,16,68698,1.662616,0.5285,2.191115,0.153257,0.683103,200,1
2940,2,0,0,1.0,14,6,0,14,68712,1.428795,0.576361,2.005156,0.153257,0.619167,200,1
2941,1,0,0,1.0,25,7,0,25,68737,1.449246,0.390537,1.839783,0.153257,0.665528,200,1
2942,2,0,0,1.0,14,8,0,14,68751,1.367061,0.458794,1.825855,0.153257,0.622039,200,1
2943,2,0,0,1.0,24,8,0,24,68775,1.48063,0.409991,1.890621,0.153257,0.653685,200,1
2944,2,0,0,1.0,30,7,0,30,68805,1.676781,0.547473,2.224254,0.153257,0.745896,200,1
2945,2,0,0,1.0,22,8,0,22,68827,1.483139,0.469399,1.952538,0.153257,0.704203,200,1
2946,2,0,0,1.0,24,8,0,24,68851,1.592898,0.50184,2.094738,0.153257,0.765704,200,1
2947,1,0,0,1.0,25,8,0,25,68876,1.501477,0.441215,1.942692,0.153257,0.675578,200,1
2948,2,0,0,1.0,20,8,0,20,68896,1.577723,0.432009,2.009732,0.153257,0.74397,200,1
2949,2,0,0,1.0,24,8,0,24,68920,1.394469,0.469697,1.864166,0.153257,0.720477,200,1
2950,1,0,0,1.0,15,6,0,15,68935,1.339664,0.373362,1.713026,0.153257,0.605025,200,1
2951,1,1,1,0.1,80,8,0,80,69015,1.550764,0.512953,2.063717,0.153257,0.789384,200,1
2952,2,0,0,1.0,24,8,0,24,69039,1.344611,0.42172,1.766331,0.153257,0.702261,200,1
2953,1,0,0,1.0,17,7,0,17,69056,1.438548,0.441784,1.880332,0.153257,0.616908,200,1
2954,1,0,0,1.0,15,6,0,15,69071,1.391955,0.593827,1.985781,0.153257,0.691457,200,1
2955,1,0,0,1.0,15,7,0,15,69086,1.560828,0.467925,2.028754,0.153257,0.695812,200,1
2956,1,0,0,1.0,9,5,0,9,69095,1.473645,0.463432,1.937077,0.153257,0.716918,200,1
2957,,1,0,0.1,80,7,0,80,69175,1.508746,0.513631,2.022377,0.153257,0.780967,200,1
2958,1,0,0,1.0,17,6,0,17,69192,1.369992,0.404331,1.774323,0.153257,0.654449,200,1
2959,1,0,0,1.0,11,6,0,11,69203,1.560954,0.472744,2.033698,0.153257,0.584742,200,1
2960,1,0,0,1.0,23,6,0,23,69226,1.479442,0.406064,1.885506,0.153257,0.570461,200,1
2961,1,0,0,1.0,27,8,0,27,69253,1.429082,0.371326,1.800407,0.153257,0.740555,200,1
2962,2,0,0,1.0,16,6,0,16,69269,1.587362,0.457284,2.044646,0.153257,0.700691,200,1
2963,2,0,0,1.0,18,7,0,18,69287,1.5261,0.423009,1.949108,0.153257,0.685371,200,1
2964,1,0,0,1.0,9,1,0,9,69296,1.528922,0.431784,1.960707,0.153257,0.616974,200,1
2965,1,0,0,1.0,5,1,0,5,69301,1.642675,0.453548,2.096222,0.153257,0.671357,200,1
2966,2,0,0,1.0,14,8,0,14,69315,1.64763,0.595569,2.243199,0.153257,0.561019,200,1
2967,2,0,0,1.0,20,8,0,20,69335,1.623631,0.422767,2.046397,0.153257,0.744221,200,1
2968,1,0,0,1.0,7,3,0,7,69342,1.668112,0.436074,2.104187,0.153257,0.694185,200,1
2969,2,0,0,1.0,22,7,0,22,69364,1.467806,0.376435,1.84424,0.153257,0.674966,200,1
2970,1,0,0,1.0,17,7,0,17,69381,1.56828,0.457465,2.025744,0.153257,0.664203,200,1
2971,1,0,0,1.0,17,7,0,17,69398,1.490222,0.450766,1.940988,0.153257,0.70736,200,1
2972,2,1,1,0.1,80,8,0,80,69478,1.538658,0.461147,1.999805,0.153257,0.788128,200,1
2973,2,0,0,1.0,32,8,0,32,69510,1.457626,0.476166,1.933792,0.153257,0.744504,200,1
2974,1,0,0,1.0,27,8,0,27,69537,1.348689,0.547475,1.896164,0.153257,0.727527,200,1
2975,2,0,0,1.0,22,7,0,22,69559,1.40757,0.490059,1.897628,0.153257,0.767017,200,1
2976,1,0,0,1.0,17,7,0,17,69576,1.382219,0.437224,1.819443,0.153257,0.683121,200,1
2977,1,0,0,1.0,19,8,0,19,69595,1.512813,0.418345,1.931158,0.153257,0.69955,200,1
2978,2,0,0,1.0,22,7,0,22,69617,1.466628,0.518751,1.985379,0.153257,0.728415,200,1
2979,1,0,0,1.0,19,7,0,19,69636,1.677713,0.487723,2.165435,0.153257,0.681566,200,1
2980,2,0,0,1.0,14,7,0,14,69650,1.371606,0.419896,1.791502,0.153257,0.58112,200,1
2981,1,0,0,1.0,9,4,0,9,69659,1.452797,0.405283,1.85808,0.153257,0.706868,200,1
2982,1,0,0,1.0,27,7,0,27,69686,1.371327,0.439835,1.811162,0.153257,0.707612,200,1
2983,2,0,0,1.0,18,8,0,18,69704,1.580723,0.497806,2.078529,0.153257,0.56756,200,1
2984,1,0,0,1.0,31,8,0,31,69735,1.505531,0.485989,1.991519,0.153257,0.82639,200,1
2985,2,0,0,1.0,24,8,0,24,69759,1.446581,0.468845,1.915426,0.153257,0.775754,200,1
2986,2,0,0,1.0,26,8,0,26,69785,1.483945,0.470881,1.954826,0.153257,0.689215,200,1
2987,2,0,0,1.0,28,8,0,28,69813,1.608955,0.498746,2.107701,0.153257,0.631192,200,1
2988,1,0,0,1.0,19,7,0,19,69832,1.456283,0.425917,1.8822,0.153257,0.640836,200,1
2989,1,0,0,1.0,15,8,0,15,69847,1.433755,0.476131,1.909886,0.153257,0.673032,200,1
2990,1,0,0,1.0,17,7,0,17,69864,1.594367,0.398108,1.992475,0.153257,0.645876,200,1
2991,2,0,0,1.0,12,5,0,12,69876,1.409477,0.537851,1.947328,0.153257,0.56072,200,1
2992,2,0,0,1.0,26,7,0,26,69902,1.41328,0.486001,1.89928,0.153257,0.724198,200,1
2993,2,0,0,1.0,14,5,0,14,69916,1.52366,0.583109,2.106769,0.153257,0.574659,200,1
2994,1,0,0,1.0,19,7,0,19,69935,1.299737,0.381949,1.681686,0.153257,0.610421,200,1
2995,1,0,0,1.0,27,8,0,27,69962,1.402162,0.540557,1.942719,0.153257,0.740927,200,1
2996,2,0,0,1.0,18,6,0,18,69980,1.498817,0.401764,1.900581,0.153257,0.681742,200,1
2997,1,0,0,1.0,23,8,0,23,70003,1.423178,0.421196,1.844374,0.153257,0.744156,200,1
2998,2,0,0,1.0,24,8,0,24,70027,1.479845,0.423688,1.903533,0.153257,0.711055,200,1
2999,2,0,0,1.0,28,7,0,28,70055,1.449472,0.483307,1.932779,0.153257,0.639088,200,1
3000,1,0,0,1.0,17,7,0,17,70072,1.404814,0.475686,1.880499,0.153257,0.548625,200,1
3001,1,0,0,1.0,17,6,0,17,70089,1.369551,0.442489,1.812041,0.153257,0.661247,200,1
3002,1,0,0,1.0,11,6,0,11,70100,1.466437,0.434312,1.900749,0.153257,0.600731,200,1
3003,1,0,0,1.0,17,6,0,17,70117,1.435358,0.472964,1.908322,0.153257,0.654153,200,1
3004,2,0,0,1.0,22,7,0,22,70139,1.515386,0.47423,1.989616,0.153257,0.75217,200,1
3005,1,0,0,1.0,15,6,0,15,70154,1.401938,0.446586,1.848524,0.153257,0.691122,200,1
3006,2,0,0,1.0,14,6,0,14,70168,1.487677,0.448193,1.93587,0.153257,0.641421,200,1
3007,2,0,0,1.0,26,7,0,26,70194,1.395177,0.45633,1.851507,0.153257,0.698299,200,1
3008,1,0,0,1.0,7,3,0,7,70201,1.258973,0.441111,1.700084,0.153257,0.61163,200,1
3009,1,0,0,1.0,21,7,0,21,70222,1.5415,0.528941,2.070442,0.153257,0.683417,200,1
3010,1,0,0,1.0,55,8,0,55,70277,1.575244,0.527606,2.10285,0.153257,0.773504,200,1
3011,1,0,0,1.0,15,7,0,15,70292,1.417399,0.411552,1.828951,0.153257,0.665662,200,1
3012,2,0,0,1.0,18,7,0,18,70310,1.527057,0.413468,1.940526,0.153257,0.711893,200,1
3013,2,0,0,1.0,18,6,0,18,70328,1.376117,0.40282,1.778937,0.153257,0.633445,200,1
3014,1,0,0,1.0,27,8,0,27,70355,1.430234,0.471721,1.901955,0.153257,0.714498,200,1
3015,1,0,0,1.0,21,7,0,21,70376,1.527285,0.496721,2.024006,0.153257,0.614022,200,1
3016,2,0,0,1.0,18,8,0,18,70394,1.585022,0.579402,2.164423,0.153257,0.703797,200,1
3017,2,0,0,1.0,18,7,0,18,70412,1.392519,0.349493,1.742012,0.153257,0.674484,200,1
3018,1,0,0,1.0,13,7,0,13,70425,1.417862,0.606098,2.02396,0.153257,0.642443,200,1
3019,1,0,0,1.0,15,7,0,15,70440,1.508617,0.447164,1.955781,0.153257,0.639531,200,1
3020,1,0,0,1.0,15,7,0,15,70455,1.456451,0.539944,1.996395,0.153257,0.643551,200,1
3021,2,0,0,1.0,8,2,0,8,70463,1.492088,0.445544,1.937632,0.153257,0.675251,200,1
3022,2,1,1,0.1,80,8,0,80,70543,1.541955,0.54273,2.084685,0.153257,0.743844,200,1
3023,1,0,0,1.0,23,8,0,23,70566,1.384539,0.433313,1.817851,0.153257,0.680577,200,1
3024,2,0,0,1.0,26,7,0,26,70592,1.504563,0.574683,2.079245,0.153257,0.693081,200,1
3025,2,0,0,1.0,22,7,0,22,70614,1.419142,0.445275,1.864418,0.153257,0.712197,200,1
3026,2,0,0,1.0,44,8,0,44,70658,1.376055,0.438436,1.814492,0.153257,0.673595,200,1
3027,1,0,0,1.0,13,5,0,13,70671,1.469968,0.372637,1.842606,0.153257,0.61925,200,1
3028,2,0,0,1.0,24,6,0,24,70695,1.541818,0.429078,1.970897,0.153257,0.69263,200,1
3029,1,0,0,1.0,29,7,0,29,70724,1.556363,0.491291,2.047654,0.153257,0.760007,200,1
3030,2,0,0,1.0,22,8,0,22,70746,1.564958,0.489766,2.054724,0.153257,0.690498,200,1
3031,1,0,0,1.0,25,7,0,25,70771,1.402377,0.439578,1.841954,0.153257,0.683618,200,1
3032,1,0,0,1.0,19,8,0,19,70790,1.281969,0.435027,1.716996,0.153257,0.748479,200,1
3033,2,0,0,1.0,18,7,0,18,70808,1.453284,0.489085,1.942369,0.153257,0.652987,200,1
3034,2,1,1,0.1,80,8,0,80,70888,1.408516,0.452357,1.860873,0.153257,0.796796,200,1
3035,1,0,0,1.0,25,8,0,25,70913,1.510183,0.518912,2.029095,0.153257,0.711357,200,1
3036,2,0,0,1.0,22,7,0,22,70935,1.455124,0.39798,1.853104,0.153257,0.719735,200,1
3037,1,0,0,1.0,13,5,0,13,70948,1.641396,0.46889,2.110286,0.153257,0.600309,200,1
3038,1,0,0,1.0,11,5,0,11,70959,1.524978,0.510903,2.03588,0.153257,0.478301,200,1
3039,1,0,0,1.0,25,7,0,25,70984,1.59283,0.439019,2.031849,0.153257,0.700101,200,1
3040,1,0,0,1.0,15,7,0,15,70999,1.438759,0.518138,1.956897,0.153257,0.573534,200,1
3041,1,0,0,1.0,19,8,0,19,71018,1.519969,0.410606,1.930575,0.153257,0.669929,200,1
3042,1,0,0,1.0,13,6,0,13,71031,1.520901,0.519001,2.039902,0.153257,0.55431,200,1
3043,2,0,0,1.0,8,4,0,8,71039,1.397933,0.446675,1.844607,0.153257,0.461683,200,1
3044,2,0,0,1.0,10,5,0,10,71049,1.169291,0.414928,1.584219,0.153257,0.697487,200,1
3045,2,0,0,1.0,16,6,0,16,71065,1.627432,0.456458,2.08389,0.153257,0.638191,200,1
3046,2,0,0,1.0,22,7,0,22,71087,1.499287,0.354389,1.853676,0.153257,0.673138,200,1
3047,1,0,0,1.0,13,5,0,13,71100,1.626115,0.528158,2.154273,0.153257,0.560495,200,1
3048,2,0,0,1.0,18,7,0,18,71118,1.480246,0.515627,1.995873,0.153257,0.586823,200,1
3049,2,0,0,1.0,10,4,0,10,71128,1.445992,0.35976,1.805753,0.153257,0.569347,200,1
3050,2,1,1,0.1,80,7,0,80,71208,1.508996,0.441754,1.95075,0.153257,0.708291,200,1
3051,1,0,0,1.0,23,8,0,23,71231,1.524168,0.529622,2.05379,0.153257,0.662443,200,1
3052,2,0,0,1.0,22,8,0,22,71253,1.539285,0.402685,1.94197,0.153257,0.694609,200,1
3053,2,0,0,1.0,18,7,0,18,71271,1.496125,0.486266,1.982391,0.153257,0.738973,200,1
3054,2,0,0,1.0,18,7,0,18,71289,1.426149,0.514337,1.940486,0.153257,0.634283,200,1
3055,2,0,0,1.0,20,8,0,20,71309,1.510755,0.445274,1.956029,0.153257,0.76407,200,1
3056,2,0,0,1.0,18,8,0,18,71327,1.483357,0.473484,1.95684,0.153257,0.676438,200,1
3057,2,0,0,1.0,18,7,0,18,71345,1.459465,0.407313,1.866778,0.153257,0.654941,200,1
3058,2,0,0,1.0,22,7,0,22,71367,1.667755,0.610249,2.278003,0.153257,0.713796,200,1
3059,1,0,0,1.0,17,7,0,17,71384,1.680488,0.500994,2.181481,0.153257,0.629323,200,1
3060,1,0,0,1.0,19,8,0,19,71403,1.491073,0.448665,1.939738,0.153257,0.674689,200,1
3061,2,0,0,1.0,16,7,0,16,71419,1.567335,0.549451,2.116786,0.153257,0.700691,200,1
3062,2,0,0,1.0,32,8,0,32,71451,1.571336,0.533309,2.104645,0.153257,0.705873,200,1
3063,1,0,0,1.0,11,6,0,11,71462,1.410741,0.562852,1.973593,0.153257,0.614436,200,1
3064,2,0,0,1.0,18,7,0,18,71480,1.344985,0.501424,1.846409,0.153257,0.636516,200,1
3065,2,0,0,1.0,12,6,0,12,71492,1.473272,0.434042,1.907314,0.153257,0.541457,200,1
3066,2,0,0,1.0,30,7,0,30,71522,1.531111,0.406087,1.937198,0.153257,0.650419,200,1
3067,1,0,0,1.0,19,8,0,19,71541,1.569063,0.470758,2.03982,0.153257,0.708014,200,1
3068,1,0,0,1.0,17,6,0,17,71558,1.501585,0.496512,1.998097,0.153257,0.671002,200,1
3069,1,0,0,1.0,5,1,0,5,71563,1.400807,0.464123,1.86493,0.153257,0.592965,200,1
3070,1,0,0,1.0,11,6,0,11,71574,1.495928,0.454124,1.950052,0.153257,0.653266,200,1
3071,2,0,0,1.0,12,4,0,12,71586,1.637968,0.417092,2.05506,0.153257,0.574539,200,1
3072,2,0,0,1.0,18,7,0,18,71604,1.648948,0.510674,2.159623,0.153257,0.770519,200,1
3073,1,1,1,0.1,80,7,0,80,71684,1.504571,0.562694,2.067266,0.153257,0.867274,200,1
3074,2,0,0,1.0,18,8,0,18,71702,1.638042,0.571969,2.210011,0.153257,0.63847,200,1
3075,2,0,0,1.0,14,7,0,14,71716,1.498475,0.365708,1.864183,0.153257,0.669777,200,1
3076,2,0,0,1.0,14,6,0,14,71730,1.427151,0.422786,1.849937,0.153257,0.578248,200,1
3077,1,0,0,1.0,19,8,0,19,71749,1.540727,0.40647,1.947197,0.153257,0.654853,200,1
3078,2,1,1,0.1,80,8,0,80,71829,1.426369,0.464212,1.890581,0.153257,0.783731,200,1
3079,2,0,0,1.0,14,8,0,14,71843,1.440968,0.460887,1.901855,0.153257,0.617014,200,1
3080,1,0,0,1.0,17,7,0,17,71860,1.478613,0.41017,1.888783,0.153257,0.683121,200,1
3081,2,0,0,1.0,18,7,0,18,71878,1.517697,0.435982,1.953679,0.153257,0.6555,200,1
3082,2,1,1,0.1,80,8,0,80,71958,1.817658,0.531646,2.349304,0.153257,0.70358,200,1
3083,1,0,0,1.0,19,8,0,19,71977,1.509317,0.455018,1.964335,0.153257,0.7178,200,1
3084,1,0,0,1.0,15,6,0,15,71992,1.472567,0.270489,1.743056,0.153257,0.638526,200,1
3085,1,0,0,1.0,21,8,0,21,72013,1.533924,0.517417,2.051341,0.153257,0.771955,200,1
3086,2,0,0,1.0,16,6,0,16,72029,1.443115,0.509112,1.952227,0.153257,0.615892,200,1
3087,1,0,0,1.0,19,8,0,19,72048,1.508866,0.409987,1.918853,0.153257,0.729966,200,1
3088,2,0,0,1.0,36,6,0,36,72084,1.562032,0.419904,1.981936,0.153257,0.749162,200,1
3089,2,0,0,1.0,26,7,0,26,72110,1.370083,0.506472,1.876555,0.153257,0.730383,200,1
3090,2,0,0,1.0,18,8,0,18,72128,1.502875,0.476327,1.979202,0.153257,0.670575,200,1
3091,2,0,0,1.0,16,7,0,16,72144,1.250294,0.399164,1.649458,0.153257,0.661746,200,1
3092,2,0,0,1.0,14,8,0,14,72158,1.465486,0.426152,1.891638,0.153257,0.491385,200,1
3093,1,0,0,1.0,17,7,0,17,72175,1.509261,0.485619,1.99488,0.153257,0.70943,200,1
3094,1,0,0,1.0,25,7,0,25,72200,1.512624,0.569653,2.082277,0.153257,0.698693,200,1
3095,2,0,0,1.0,20,7,0,20,72220,1.559442,0.555274,2.114717,0.153257,0.716583,200,1
3096,2,1,1,0.1,80,8,0,80,72300,1.278966,0.370847,1.649813,0.153257,0.842462,200,1
3097,1,0,0,1.0,23,8,0,23,72323,1.549296,0.398438,1.947733,0.153257,0.6974,200,1
3098,1,0,0,1.0,23,7,0,23,72346,1.322623,0.401835,1.724458,0.153257,0.721652,200,1
3099,2,0,0,1.0,20,7,0,20,72366,1.539427,0.464702,2.004128,0.153257,0.629899,200,1
3100,1,0,0,1.0,15,7,0,15,72381,1.365682,0.361586,1.727268,0.153257,0.588275,200,1
3101,1,1,1,0.1,80,8,0,80,72461,1.683527,0.435079,2.118606,0.153257,0.81495,200,1
3102,2,1,1,0.1,80,8,0,80,72541,1.324177,0.376969,1.701146,0.153257,0.826884,200,1
3103,1,0,0,1.0,19,6,0,19,72560,1.407775,0.443035,1.850811,0.153257,0.67178,200,1
3104,2,0,0,1.0,20,8,0,20,72580,1.417635,0.455773,1.873408,0.153257,0.683166,200,1
3105,1,0,0,1.0,9,2,0,9,72589,1.346036,0.439669,1.785705,0.153257,0.625349,200,1
3106,2,1,1,0.1,80,7,0,80,72669,1.504578,0.512916,2.017495,0.153257,0.835176,200,1
3107,1,0,0,1.0,27,8,0,27,72696,1.411629,0.407137,1.818767,0.153257,0.7681,200,1
3108,1,0,0,1.0,17,7,0,17,72713,1.496,0.432264,1.928264,0.153257,0.647354,200,1
3109,1,0,0,1.0,27,8,0,27,72740,1.55079,0.570858,2.121648,0.153257,0.674297,200,1
3110,1,0,0,1.0,17,8,0,17,72757,1.481401,0.422341,1.903742,0.153257,0.659769,200,1
3111,1,0,0,1.0,7,1,0,7,72764,1.594045,0.56816,2.162205,0.153257,0.812635,200,1
3112,1,0,0,1.0,21,7,0,21,72785,1.368536,0.521261,1.889797,0.153257,0.745872,200,1
3113,2,0,0,1.0,16,6,0,16,72801,1.548891,0.458228,2.007119,0.153257,0.741834,200,1
3114,2,0,0,1.0,32,8,0,32,72833,1.344172,0.402431,1.746603,0.153257,0.698021,200,1
3115,1,0,0,1.0,25,7,0,25,72858,1.493023,0.460565,1.953588,0.153257,0.75397,200,1
3116,2,0,0,1.0,18,7,0,18,72876,1.399544,0.48325,1.882794,0.153257,0.716639,200,1
3117,2,0,0,1.0,30,8,0,30,72906,1.505004,0.534335,2.039339,0.153257,0.80335,200,1
3118,1,1,1,0.1,80,8,0,80,72986,1.491501,0.412334,1.903835,0.153257,0.827261,200,1
3119,2,0,0,1.0,30,8,0,30,73016,1.508812,0.530759,2.039571,0.153257,0.69464,200,1
3120,1,0,0,1.0,19,7,0,19,73035,1.557629,0.439833,1.997462,0.153257,0.690294,200,1
3121,2,0,0,1.0,8,3,0,8,73043,1.516846,0.482976,1.999823,0.153257,0.735553,200,1
3122,2,0,0,1.0,38,8,0,38,73081,1.555807,0.467288,2.023094,0.153257,0.771092,200,1
3123,1,0,0,1.0,5,1,0,5,73086,1.278941,0.421365,1.700306,0.153257,0.718593,200,1
3124,1,0,0,1.0,27,8,0,27,73113,1.445062,0.385791,1.830853,0.153257,0.728829,200,1
3125,1,0,0,1.0,13,3,0,13,73126,1.467834,0.464333,1.932167,0.153257,0.674526,200,1
3126,2,0,0,1.0,18,8,0,18,73144,1.48034,0.520476,2.000816,0.153257,0.673367,200,1
3127,1,0,0,1.0,23,8,0,23,73167,1.594332,0.457181,2.051514,0.153257,0.74787,200,1
3128,2,0,0,1.0,14,5,0,14,73181,1.350185,0.414975,1.76516,0.153257,0.687365,200,1
3129,1,0,0,1.0,23,8,0,23,73204,1.563775,0.542773,2.106549,0.153257,0.74066,200,1
3130,1,0,0,1.0,19,7,0,19,73223,1.340755,0.458142,1.798897,0.153257,0.683153,200,1
3131,1,0,0,1.0,5,1,0,5,73228,1.373507,0.338537,1.712044,0.153257,0.621106,200,1
3132,1,0,0,1.0,19,7,0,19,73247,1.373872,0.42859,1.802462,0.153257,0.719651,200,1
3133,1,0,0,1.0,7,3,0,7,73254,1.423395,0.499031,1.922426,0.153257,0.815506,200,1
3134,2,0,0,1.0,20,7,0,20,73274,1.595659,0.516078,2.111737,0.153257,0.628894,200,1
3135,1,0,0,1.0,9,2,0,9,73283,1.352527,0.479655,1.832181,0.153257,0.623674,200,1
3136,2,0,0,1.0,18,7,0,18,73301,1.306176,0.343232,1.649408,0.153257,0.717755,200,1
3137,1,0,0,1.0,7,1,0,7,73308,1.323476,0.395073,1.718549,0.153257,0.664752,200,1
3138,1,0,0,1.0,17,7,0,17,73325,1.593104,0.499296,2.092399,0.153257,0.633757,200,1
3139,1,0,0,1.0,17,7,0,17,73342,1.436678,0.428399,1.865076,0.153257,0.697014,200,1
3140,1,0,0,1.0,21,8,0,21,73363,1.472771,0.487516,1.960288,0.153257,0.731515,200,1
3141,1,0,0,1.0,19,6,0,19,73382,1.379336,0.419445,1.798781,0.153257,0.682624,200,1
3142,2,0,0,1.0,24,8,0,24,73406,1.32525,0.469662,1.794913,0.153257,0.693258,200,1
3143,1,0,0,1.0,19,7,0,19,73425,1.440494,0.529588,1.970081,0.153257,0.727321,200,1
3144,1,0,0,1.0,19,8,0,19,73444,1.413544,0.498914,1.912458,0.153257,0.709601,200,1
3145,2,0,0,1.0,24,8,0,24,73468,1.643918,0.495495,2.139412,0.153257,0.78727,200,1
3146,2,0,0,1.0,22,7,0,22,73490,1.434582,0.467805,1.902387,0.153257,0.724989,200,1
3147,1,0,0,1.0,17,7,0,17,73507,1.495515,0.488223,1.983738,0.153257,0.720958,200,1
3148,2,0,0,1.0,38,8,0,38,73545,1.585608,0.591029,2.176636,0.153257,0.687517,200,1
3149,1,0,0,1.0,15,7,0,15,73560,1.352765,0.398794,1.751559,0.153257,0.643551,200,1
3150,1,0,0,1.0,11,5,0,11,73571,1.52432,0.462527,1.986847,0.153257,0.639561,200,1
3151,2,0,0,1.0,20,8,0,20,73591,1.448395,0.482375,1.930771,0.153257,0.731407,200,1
3152,2,0,0,1.0,20,8,0,20,73611,1.502256,0.455188,1.957444,0.153257,0.671357,200,1
3153,1,0,0,1.0,19,6,0,19,73630,1.596375,0.422044,2.01842,0.153257,0.717006,200,1
3154,1,0,0,1.0,23,8,0,23,73653,1.57874,0.356735,1.935475,0.153257,0.753113,200,1
3155,1,0,0,1.0,7,2,0,7,73660,1.482362,0.444323,1.926685,0.153257,0.703518,200,1
